NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
12092900	42370	48		Quilograma
12093000	42370	48		Quilograma
12099100	42370	48		Quilograma
12099900	42370	48		Quilograma
12101000	42370	48		Quilograma
12102010	42370	48		Quilograma
12102020	42370	48		Quilograma
12112000	42370	48		Quilograma
12113000	42370	48		Quilograma
12114000	42370	48		Quilograma
12115000	42736	48		Quilograma
12116000	44652	48		Quilograma
12119010	42370	48		Quilograma
12119090	42370	48		Quilograma
12122100	42370	48		Quilograma
12122900	42370	48		Quilograma
12129100	42370	48		Quilograma
12129200	42370	48		Quilograma
12129300	42370	48		Quilograma
12129400	42370	48		Quilograma
12129910	42370	48		Quilograma
12129990	42370	48		Quilograma
12130000	42370	48		Quilograma
12141000	42370	48		Quilograma
12149000	42370	48		Quilograma
13012000	42370	48		Quilograma
13019010	42370	48		Quilograma
13019090	42370	48		Quilograma
13021110	42370	48		Quilograma
13021190	42370	48		Quilograma
13021200	42370	48		Quilograma
13021300	42370	48		Quilograma
13021400	42736	48		Quilograma
13021910	42370	48		Quilograma
13021920	42370	48		Quilograma
13021930	42370	48		Quilograma
13021940	42370	48		Quilograma
13021950	42370	48		Quilograma
13021960	42370	48		Quilograma
13021991	42370	48		Quilograma
13021999	42370	48		Quilograma
13022010	42370	48		Quilograma
13022090	42370	48		Quilograma
13023100	42370	48		Quilograma
13023211	42370	48		Quilograma
13023219	42370	48		Quilograma
13023220	42370	48		Quilograma
13023910	42370	48		Quilograma
13023990	42370	48		Quilograma
14011000	42370	48		Quilograma
14012000	42370	48		Quilograma
14019000	42370	48		Quilograma
14042010	42370	48		Quilograma
14042090	42370	48		Quilograma
14049010	42370	48		Quilograma
14049090	42370	48		Quilograma
15011000	42370	48		Quilograma
15012000	42370	48		Quilograma
15019000	42370	48		Quilograma
15021011	42370	48		Quilograma
15021012	42370	48		Quilograma
15021019	42370	48		Quilograma
15021090	42370	48		Quilograma
15029000	42370	48		Quilograma
15030000	42370	48		Quilograma
15041011	42370	48		Quilograma
15041019	42370	48		Quilograma
15041090	42370	48		Quilograma
15042000	42370	48		Quilograma
15043000	42370	48		Quilograma
15050010	42370	48		Quilograma
15050090	42370	48		Quilograma
15060000	42370	48		Quilograma
15071000	42370	720		Tonel Metr Liquida
15079011	42370	720		Tonel Metr Liquida
15079019	42370	720		Tonel Metr Liquida
15079090	42370	720		Tonel Metr Liquida
15081000	42370	48		Quilograma
15089000	42370	48		Quilograma
15092000	44652	48		Quilograma
15093000	44652	48		Quilograma
15094000	44652	48		Quilograma
15099010	42370	48		Quilograma
15099090	42370	48		Quilograma
15101000	44652	48		Quilograma
15109000	44652	48		Quilograma
15111000	42370	48		Quilograma
15119000	42370	48		Quilograma
15121110	42370	48		Quilograma
15121120	42370	48		Quilograma
15121911	42370	48		Quilograma
15121919	42370	48		Quilograma
15121920	42370	48		Quilograma
15122100	42370	48		Quilograma
15122910	42370	48		Quilograma
15122990	42370	48		Quilograma
15131100	42370	48		Quilograma
15131900	42370	48		Quilograma
15132111	44743	48		Quilograma
15132119	44743	48		Quilograma
15132120	42370	48		Quilograma
15132911	44743	48		Quilograma
15132919	44743	48		Quilograma
15132920	42370	48		Quilograma
15141100	42370	48		Quilograma
15141910	42370	48		Quilograma
15141990	42370	48		Quilograma
15149100	42370	48		Quilograma
15149910	42370	48		Quilograma
15149990	42370	48		Quilograma
15151100	42370	48		Quilograma
15151900	42370	48		Quilograma
15152100	42370	48		Quilograma
15152910	42370	48		Quilograma
15152990	42370	48		Quilograma
15153000	42370	48		Quilograma
15155000	42370	48		Quilograma
15156000	44652	48		Quilograma
15159010	42370	48		Quilograma
15159021	42370	48		Quilograma
15159022	42370	48		Quilograma
15159090	42370	48		Quilograma
15161000	42370	48		Quilograma
15162000	42370	48		Quilograma
15163000	44652	48		Quilograma
15171000	42370	48		Quilograma
15179010	42370	48		Quilograma
15179090	42370	48		Quilograma
15180010	42370	48		Quilograma
15180090	42370	48		Quilograma
15200010	42370	48		Quilograma
15200020	42370	48		Quilograma
15211000	42370	48		Quilograma
15219011	42370	48		Quilograma
15219019	42370	48		Quilograma
15219090	42370	48		Quilograma
15220000	42370	48		Quilograma
16010000	42370	48		Quilograma
16021000	42370	48		Quilograma
16022000	42370	48		Quilograma
16023100	42370	48		Quilograma
16023210	42370	48		Quilograma
16023220	42370	48		Quilograma
16023230	42370	48		Quilograma
16023290	42370	48		Quilograma
16023900	42370	48		Quilograma
16024100	42370	48		Quilograma
16024200	42370	48		Quilograma
16024900	42370	48		Quilograma
16025000	42370	48		Quilograma
16029000	42370	48		Quilograma
16030000	42370	48		Quilograma
16041100	42370	48		Quilograma
16041200	42370	48		Quilograma
16041310	42370	48		Quilograma
16041390	42370	48		Quilograma
16041410	42370	48		Quilograma
16041420	42370	48		Quilograma
16041430	42370	48		Quilograma
16041500	42370	48		Quilograma
16041600	42370	48		Quilograma
16041700	42370	48		Quilograma
16041800	42736	48		Quilograma
16041900	42370	48		Quilograma
16042010	42370	48		Quilograma
16042020	42370	48		Quilograma
16042030	42370	48		Quilograma
16042090	42370	48		Quilograma
16043100	42370	48		Quilograma
16043200	42370	48		Quilograma
16051000	42370	48		Quilograma
16052100	42370	48		Quilograma
16052900	42370	48		Quilograma
16053000	42370	48		Quilograma
16054000	42370	48		Quilograma
16055100	42370	48		Quilograma
16055200	42370	48		Quilograma
16055300	42370	48		Quilograma
16055400	42370	48		Quilograma
16055500	42370	48		Quilograma
16055600	42370	48		Quilograma
16055700	42370	48		Quilograma
16055800	42370	48		Quilograma
16055900	42370	48		Quilograma
16056100	42370	48		Quilograma
16056200	42370	48		Quilograma
16056300	42370	48		Quilograma
16056900	42370	48		Quilograma
17011200	42370	48		Quilograma
17011300	42370	720		Tonel Metr Liquida
17011400	42370	720		Tonel Metr Liquida
17019100	42370	48		Quilograma
17019900	42370	720		Tonel Metr Liquida
17021100	42370	48		Quilograma
17021900	42370	48		Quilograma
17022000	42370	48		Quilograma
17023011	42370	48		Quilograma
17023019	42370	48		Quilograma
17023020	42370	48		Quilograma
17024010	42370	48		Quilograma
17024020	42370	48		Quilograma
17025000	42370	48		Quilograma
17026010	42370	48		Quilograma
17026020	42370	48		Quilograma
17029000	42370	48		Quilograma
17031000	42370	48		Quilograma
17039000	42370	48		Quilograma
17041000	42370	48		Quilograma
17049010	42370	48		Quilograma
17049020	42370	48		Quilograma
17049090	42370	48		Quilograma
18010000	42370	720		Tonel Metr Liquida
18020000	42370	48		Quilograma
18031000	42370	720		Tonel Metr Liquida
18032000	42370	720		Tonel Metr Liquida
18040000	42370	720		Tonel Metr Liquida
18050000	42370	720		Tonel Metr Liquida
18061000	42370	48		Quilograma
18062000	42370	48		Quilograma
18063110	42370	48		Quilograma
18063120	42370	48		Quilograma
18063210	42370	48		Quilograma
18063220	42370	48		Quilograma
18069000	42370	48		Quilograma
19011010	42370	48		Quilograma
19011020	42370	48		Quilograma
19011030	42370	48		Quilograma
19011090	42370	48		Quilograma
19012010	45292	48		Quilograma
19012020	45292	48		Quilograma
19012090	45292	48		Quilograma
19019010	42370	48		Quilograma
19019020	42370	48		Quilograma
19019090	42370	48		Quilograma
19021100	42370	48		Quilograma
19021900	42370	48		Quilograma
19022000	42370	48		Quilograma
19023000	42370	48		Quilograma
19024000	42370	48		Quilograma
19030000	42370	48		Quilograma
19041000	42370	48		Quilograma
19042000	42370	48		Quilograma
19043000	42370	48		Quilograma
19049000	42370	48		Quilograma
19051000	42370	48		Quilograma
19052010	42370	48		Quilograma
19052090	42370	48		Quilograma
19053100	42370	48		Quilograma
19053200	42370	48		Quilograma
19054000	42370	48		Quilograma
19059010	42370	48		Quilograma
19059020	42370	48		Quilograma
19059090	42370	48		Quilograma
20011000	42370	48		Quilograma
20019000	42370	48		Quilograma
20021000	42370	48		Quilograma
20029000	44652	48		Quilograma
20031000	42370	48		Quilograma
20039000	42370	48		Quilograma
20041000	42370	48		Quilograma
20049000	42370	48		Quilograma
20051000	42370	48		Quilograma
20052000	42370	48		Quilograma
20054000	42370	48		Quilograma
20055100	42370	48		Quilograma
20055900	42370	48		Quilograma
20056000	42370	48		Quilograma
20057000	42370	48		Quilograma
20058000	42370	48		Quilograma
20059100	42370	48		Quilograma
20059900	42370	48		Quilograma
20060000	42370	48		Quilograma
20071000	42370	48		Quilograma
20079100	42370	48		Quilograma
20079910	42370	48		Quilograma
20079921	42370	48		Quilograma
20079922	42370	48		Quilograma
20079923	42370	48		Quilograma
20079924	42370	48		Quilograma
20079925	42370	48		Quilograma
20079926	42917	48		Quilograma
20079927	42917	48		Quilograma
20079929	42370	48		Quilograma
20079990	42370	48		Quilograma
20081100	42370	48		Quilograma
20081900	42370	48		Quilograma
20082010	42370	48		Quilograma
20082090	42370	48		Quilograma
20083000	42370	48		Quilograma
20084010	42370	48		Quilograma
20084090	42370	48		Quilograma
20085000	42370	48		Quilograma
20086010	42370	48		Quilograma
20086090	42370	48		Quilograma
20087010	42370	48		Quilograma
20087020	42370	48		Quilograma
20087090	42370	48		Quilograma
20088000	42370	48		Quilograma
20089100	42370	48		Quilograma
20089300	42370	48		Quilograma
20089710	42370	48		Quilograma
20089790	42370	48		Quilograma
20089900	42370	48		Quilograma
20091100	42370	48		Quilograma
20091200	42370	48		Quilograma
20091900	42370	48		Quilograma
20092100	42370	48		Quilograma
20092900	42370	48		Quilograma
20093100	42370	48		Quilograma
20093900	42370	48		Quilograma
20094100	42370	48		Quilograma
20094900	42370	48		Quilograma
20095000	42370	48		Quilograma
20096100	42370	48		Quilograma
20096900	42370	48		Quilograma
20097100	42370	48		Quilograma
20097900	42370	48		Quilograma
20098100	42370	48		Quilograma
20098911	42370	48		Quilograma
20098912	42370	48		Quilograma
20098913	42370	48		Quilograma
20098919	42370	48		Quilograma
20098921	42917	48		Quilograma
20098922	42917	48		Quilograma
20098990	42370	48		Quilograma
20099000	42370	48		Quilograma
21011110	42370	720		Tonel Metr Liquida
21011190	42370	720		Tonel Metr Liquida
21011200	42370	720		Tonel Metr Liquida
21012010	42370	48		Quilograma
21012020	42370	48		Quilograma
21013000	42370	48		Quilograma
21021010	42370	48		Quilograma
21021090	42370	48		Quilograma
21022000	42370	48		Quilograma
21023000	42370	48		Quilograma
21031010	42370	48		Quilograma
21031090	42370	48		Quilograma
21032010	42370	48		Quilograma
21032090	42370	48		Quilograma
21033010	42370	48		Quilograma
21033021	42370	48		Quilograma
21033029	42370	48		Quilograma
21039011	42370	48		Quilograma
21039019	42370	48		Quilograma
21039021	42370	48		Quilograma
21039029	42370	48		Quilograma
21039091	42370	48		Quilograma
21039099	42370	48		Quilograma
21041011	42370	48		Quilograma
21041019	42370	48		Quilograma
21041021	42370	48		Quilograma
21041029	42370	48		Quilograma
21042000	42370	48		Quilograma
21050010	42370	48		Quilograma
21050090	42370	48		Quilograma
21061000	42370	48		Quilograma
21069010	42370	48		Quilograma
21069021	42370	48		Quilograma
21069029	42370	48		Quilograma
21069030	42370	48		Quilograma
21069040	42370	48		Quilograma
21069050	42370	48		Quilograma
21069060	42370	48		Quilograma
21069090	42370	48		Quilograma
22011000	42370	1229		Litro
22019000	42370	1229		Litro
22021000	42370	1229		Litro
22029100	42736	1229		Litro
22029900	42736	1229		Litro
22030000	42370	1229		Litro
22041010	42370	1229		Litro
22041090	42370	1229		Litro
22042100	42370	1229		Litro
22042211	42736	1229		Litro
22042219	42736	1229		Litro
22042220	42736	1229		Litro
22042910	42736	1229		Litro
22042920	42370	1229		Litro
22043000	42370	1229		Litro
22051000	42370	1229		Litro
22059000	42370	1229		Litro
22060010	42370	1229		Litro
22060090	42370	1229		Litro
22071010	42370	1229		Litro
22071090	42370	1229		Litro
22072011	42370	1229		Litro
22072019	42370	1229		Litro
22072020	42370	1229		Litro
22082000	42370	1229		Litro
22083010	42370	1229		Litro
22083020	42370	1229		Litro
22083090	42370	1229		Litro
22084000	42370	1229		Litro
22085000	42370	1229		Litro
22086000	42370	1229		Litro
22087000	42370	1229		Litro
22089000	42370	1229		Litro
22090000	42370	1229		Litro
23011010	42370	48		Quilograma
23011090	42370	48		Quilograma
23012010	42370	48		Quilograma
23012090	42370	48		Quilograma
23021000	42370	48		Quilograma
23023010	42370	48		Quilograma
23023090	42370	48		Quilograma
23024000	42370	48		Quilograma
23025000	42370	48		Quilograma
23031000	42370	48		Quilograma
23032000	42370	48		Quilograma
23033000	42370	48		Quilograma
23040010	42370	720		Tonel Metr Liquida
23040090	42370	720		Tonel Metr Liquida
23050000	42370	48		Quilograma
23061000	42370	48		Quilograma
23062000	42370	48		Quilograma
23063010	42370	48		Quilograma
23063090	42370	48		Quilograma
23064100	42370	48		Quilograma
23064900	42370	48		Quilograma
23065000	42370	48		Quilograma
23066000	42370	48		Quilograma
23069010	42370	48		Quilograma
23069090	42370	48		Quilograma
23070000	42370	48		Quilograma
23080000	42370	48		Quilograma
23091000	42370	48		Quilograma
23099010	42370	48		Quilograma
23099020	42370	48		Quilograma
23099030	42370	48		Quilograma
23099040	42370	48		Quilograma
23099050	42370	48		Quilograma
23099060	42370	48		Quilograma
23099070	45931	48		Quilograma
23099090	42370	48		Quilograma
24011010	42370	48		Quilograma
24011020	42370	48		Quilograma
24011030	42370	48		Quilograma
24011040	42370	48		Quilograma
24011090	42370	48		Quilograma
24012010	42370	48		Quilograma
24012020	42370	48		Quilograma
24012030	42370	48		Quilograma
24012040	42370	48		Quilograma
24012090	42370	48		Quilograma
24013000	42370	48		Quilograma
24021000	42370	1311		Mil Unidades
24022000	42370	1311		Mil Unidades
24029000	42370	1311		Mil Unidades
24031100	42370	48		Quilograma
24031900	42370	48		Quilograma
24039100	42370	48		Quilograma
24039910	42370	48		Quilograma
24039990	42370	48		Quilograma
24041100	44652	48		Quilograma
24041200	44652	48		Quilograma
24041900	44652	48		Quilograma
24049100	44652	48		Quilograma
24049200	44652	48		Quilograma
24049900	44652	48		Quilograma
25010011	42370	48		Quilograma
25010019	42370	48		Quilograma
25010020	42370	48		Quilograma
25010090	42370	48		Quilograma
25020000	42370	48		Quilograma
25030010	42370	48		Quilograma
25030090	42370	48		Quilograma
25041000	42370	48		Quilograma
25049000	42370	48		Quilograma
25051000	42370	48		Quilograma
25059000	42370	48		Quilograma
25061000	42370	48		Quilograma
25062000	42370	48		Quilograma
25070010	42370	48		Quilograma
25070090	42370	48		Quilograma
25081000	42370	48		Quilograma
25083000	42370	48		Quilograma
25084010	42370	48		Quilograma
25084090	42370	48		Quilograma
25085000	42370	48		Quilograma
25086000	42370	48		Quilograma
25087000	42370	48		Quilograma
25090000	42370	48		Quilograma
25101010	42370	48		Quilograma
25101090	42370	48		Quilograma
25102010	42370	48		Quilograma
25102090	42370	48		Quilograma
25111000	42370	48		Quilograma
25112000	42370	48		Quilograma
25120000	42370	48		Quilograma
25131000	42370	48		Quilograma
25132000	42370	48		Quilograma
25140000	42370	48		Quilograma
25151100	42370	1354		Metro Cubico
25151210	42370	1354		Metro Cubico
25151220	42370	1354		Metro Cubico
25152000	42370	1354		Metro Cubico
25161100	42370	1354		Metro Cubico
25161200	42370	1354		Metro Cubico
25162000	42370	1354		Metro Cubico
25169000	42370	48		Quilograma
25171000	42370	48		Quilograma
25172000	42370	48		Quilograma
25173000	42370	48		Quilograma
25174100	42370	48		Quilograma
25174900	42370	48		Quilograma
25181000	42370	48		Quilograma
25182000	42370	48		Quilograma
25191000	42370	48		Quilograma
25199010	42370	48		Quilograma
25199090	42370	48		Quilograma
25201011	42370	48		Quilograma
25201019	42370	48		Quilograma
25201020	42370	48		Quilograma
25202010	42370	48		Quilograma
25202090	42370	48		Quilograma
25210000	42370	48		Quilograma
25221000	42370	48		Quilograma
25222000	42370	48		Quilograma
25223000	42370	48		Quilograma
25231000	42370	48		Quilograma
25232100	42370	48		Quilograma
25232910	42370	48		Quilograma
25232990	42370	48		Quilograma
25233000	42370	48		Quilograma
25239000	42370	48		Quilograma
25241000	42370	48		Quilograma
25249000	42370	48		Quilograma
25251000	42370	48		Quilograma
25252000	42370	48		Quilograma
25253000	42370	48		Quilograma
25261000	42370	48		Quilograma
25262000	42370	48		Quilograma
25280000	42370	48		Quilograma
25291000	42370	48		Quilograma
25292100	42370	48		Quilograma
25292200	42370	48		Quilograma
25293000	42370	48		Quilograma
25301010	42370	48		Quilograma
25301090	42370	48		Quilograma
25302000	42370	48		Quilograma
25309010	42370	48		Quilograma
25309020	42370	48		Quilograma
25309030	42370	48		Quilograma
25309040	42370	48		Quilograma
25309090	42370	48		Quilograma
26011100	42370	48		Quilograma
26011210	42370	48		Quilograma
26011220	46054	48		Quilograma
26011290	42370	48		Quilograma
26012000	42370	48		Quilograma
26020010	42370	48		Quilograma
26020090	42370	48		Quilograma
26030010	42370	48		Quilograma
26030090	42370	48		Quilograma
26040000	42370	48		Quilograma
26050000	42370	48		Quilograma
26060011	42370	48		Quilograma
26060012	42370	48		Quilograma
26060090	42370	48		Quilograma
26070000	42370	48		Quilograma
26080010	42370	48		Quilograma
26080090	42370	48		Quilograma
26090000	42370	48		Quilograma
26100010	42370	48		Quilograma
26100090	42370	48		Quilograma
26110000	42370	48		Quilograma
26121000	42370	48		Quilograma
26122000	42370	48		Quilograma
26131010	42370	48		Quilograma
26131090	42370	48		Quilograma
26139010	42370	48		Quilograma
26139090	42370	48		Quilograma
26140010	42370	48		Quilograma
26140090	42370	48		Quilograma
26151010	42370	48		Quilograma
26151020	42370	48		Quilograma
26151090	42370	48		Quilograma
26159000	42370	48		Quilograma
26161000	42370	48		Quilograma
26169000	42370	48		Quilograma
26171000	42370	48		Quilograma
26179000	42370	48		Quilograma
26180000	42370	48		Quilograma
26190000	42370	48		Quilograma
26201100	42370	48		Quilograma
26201900	42370	48		Quilograma
26202100	42370	48		Quilograma
26202900	42370	48		Quilograma
26203000	42370	48		Quilograma
26204000	42370	48		Quilograma
26206000	42370	48		Quilograma
26209100	42370	48		Quilograma
26209910	42370	48		Quilograma
26209990	42370	48		Quilograma
26211000	42370	48		Quilograma
26219010	42370	48		Quilograma
